timestamp,open,high,low,close,volume
2021-08-31,152.6600,152.8000,151.2900,151.8300,86453117
2021-08-30,149.0000,153.4900,148.6100,153.1200,90956723
2021-08-27,147.4800,148.7500,146.8300,148.6000,55802388
2021-08-26,148.3500,149.1200,147.5100,147.5400,48597195
2021-08-25,149.8100,150.3200,147.8000,148.3600,58991297
2021-08-24,149.4500,150.8600,149.1500,149.6200,48606428
2021-08-23,148.3100,150.1900,147.8900,149.7100,60131810
2021-08-20,147.4400,148.5000,146.7800,148.1900,60549630
2021-08-19,145.0300,148.0000,144.5000,146.7000,86960310
2021-08-18,149.8000,150.7200,146.1500,146.3600,86325990
2021-08-17,150.2300,151.6800,149.0900,150.1900,92229735
2021-08-16,148.5350,151.1900,146.4700,151.1200,103558782
2021-08-13,148.9700,149.4444,148.2700,149.1000,58846293
2021-08-12,146.1900,149.0500,145.8400,148.8900,73779113
2021-08-11,146.0500,146.7200,145.5300,145.8600,48493463
2021-08-10,146.4400,147.7100,145.3000,145.6000,69023081
2021-08-09,146.2000,146.7000,145.5200,146.0900,48908689
2021-08-06,146.3500,147.1100,145.6300,146.1400,54126813
2021-08-05,146.9800,147.8400,146.1700,147.0600,46397674
2021-08-04,147.2700,147.7900,146.2800,146.9500,56368271
2021-08-03,145.8100,148.0450,145.1800,147.3600,64786618
2021-08-02,146.3600,146.9500,145.2500,145.5200,62879961
2021-07-30,144.3800,146.3300,144.1100,145.8600,70440626
2021-07-29,144.6850,146.5500,144.5800,145.6400,54323047
2021-07-28,144.8100,146.9700,142.5400,144.9800,118931191
2021-07-27,149.1200,149.2100,145.5500,146.7700,104818578
2021-07-26,148.2700,149.8300,147.7000,148.9900,72434089
2021-07-23,147.5500,148.7177,146.9200,148.5600,71447416
2021-07-22,145.9350,148.1950,145.8100,146.8000,77338156
2021-07-21,145.5300,146.1300,144.6300,145.4000,74993460
2021-07-20,143.4600,147.0997,142.9600,146.1500,96350036
2021-07-19,143.7500,144.0700,141.6700,142.4500,121434571
2021-07-16,148.4600,149.7600,145.8800,146.3900,93251426
2021-07-15,149.2400,150.0000,147.0900,148.4800,106820297
2021-07-14,148.1000,149.5700,147.6800,149.1500,127050785
2021-07-13,144.0300,147.4600,143.6300,145.6400,100827099
2021-07-12,146.2100,146.3200,144.0000,144.5000,76299719
2021-07-09,142.7500,145.6500,142.6522,145.1100,99890800
2021-07-08,141.5800,144.0600,140.6650,143.2400,105575458
2021-07-07,143.5350,144.8900,142.6600,144.5700,104911589
2021-07-06,140.0700,143.1500,140.0700,142.0200,108181793
2021-07-02,137.9000,140.0000,137.7450,139.9600,78945572
2021-07-01,136.6000,137.3300,135.7600,137.2700,52485781
2021-06-30,136.1700,137.4100,135.8700,136.9600,63261393
2021-06-29,134.8000,136.4900,134.3500,136.3300,64556081
2021-06-28,133.4100,135.2450,133.3500,134.7800,62111303
2021-06-25,133.4600,133.8900,132.8100,133.1100,70783746
2021-06-24,134.4500,134.6400,132.9300,133.4100,68710998
2021-06-23,133.7700,134.3200,133.2300,133.7000,60214200
2021-06-22,132.1300,134.0800,131.6200,133.9800,74783618
2021-06-21,130.3000,132.4100,129.2100,132.3000,79663316
2021-06-18,130.7100,131.5100,130.2400,130.4600,108953309
2021-06-17,129.8000,132.5500,129.6500,131.7900,96721669
2021-06-16,130.3700,130.8900,128.4610,130.1500,91339351
2021-06-15,129.9400,130.6000,129.3900,129.6400,62746332
