timestamp,open,high,low,close,volume
2021-08-31,177.1000,177.1900,174.8300,175.4700,1733269
2021-08-30,173.8600,177.1200,173.8600,176.7300,1221481
2021-08-27,174.0300,175.1000,172.9890,173.8100,1185870
2021-08-26,173.3900,174.4700,172.1000,173.5900,1273360
2021-08-25,170.0700,173.5400,170.0700,173.3000,1411986
2021-08-24,170.2300,171.2100,169.2200,170.5700,1238618
2021-08-23,169.4300,170.5700,168.1300,170.0000,2061439
2021-08-20,167.8300,170.7400,167.0500,168.1300,2023469
2021-08-19,161.7400,169.0800,161.6100,167.6700,2179741
2021-08-18,163.2000,165.3600,162.0850,163.0200,2860938
2021-08-17,161.7300,161.8400,159.2950,160.9100,2614179
2021-08-16,159.3900,162.5200,158.5000,162.0700,2154532
2021-08-13,158.4000,159.2700,157.3900,159.2300,1732618
2021-08-12,156.5100,158.5200,156.1200,158.1500,1376083
2021-08-11,156.6900,156.9900,155.8500,156.5200,1402559
2021-08-10,156.9200,157.6050,155.9000,156.5200,1575880
2021-08-09,156.0800,156.8000,155.0100,156.5400,982915
2021-08-06,154.7600,155.8900,154.4700,155.7000,1209255
2021-08-05,154.4600,155.1600,153.3400,155.0400,1667633
2021-08-04,153.9600,154.7100,153.4900,154.2700,1786735
2021-08-03,153.7100,153.9700,152.7575,153.8600,1859655
2021-08-02,154.0500,154.3000,152.5200,153.0700,1438321
2021-07-30,152.5200,153.6000,152.0200,153.2300,2310071
2021-07-29,151.9900,153.4600,151.4200,152.6700,1525377
2021-07-28,150.0000,151.9700,149.5000,151.4600,2179785
2021-07-27,149.2900,150.0000,148.8600,149.9500,2085729
2021-07-26,151.7300,152.1700,149.7700,150.2500,1767670
2021-07-23,150.5900,152.4100,150.4300,152.3100,2132038
2021-07-22,149.7100,150.5000,148.6700,150.3000,1972884
2021-07-21,149.4900,149.9100,147.6000,148.9500,2255711
2021-07-20,148.4500,151.2500,147.8300,149.3000,2245988
2021-07-19,147.6600,147.9700,146.9500,147.5800,1835098
2021-07-16,149.3300,149.8150,148.2700,148.9300,2169757
2021-07-15,148.3400,149.3100,147.8400,148.9600,1733572
2021-07-14,149.8600,149.8700,148.4600,148.6300,1218451
2021-07-13,149.1100,149.5400,148.1900,149.2700,1456502
2021-07-12,150.6500,151.0000,149.1700,149.5100,1480456
2021-07-09,149.4900,150.2300,148.9200,150.0300,1596790
2021-07-08,148.0700,148.9600,147.2800,148.8300,1891736
2021-07-07,149.5900,149.6200,148.0900,149.4900,2286351
2021-07-06,149.2300,149.2300,148.4800,148.9800,1973342
2021-07-02,148.1100,148.8900,147.2500,148.8200,1400683
2021-07-01,147.7700,148.3650,147.0150,147.7900,1426535
2021-06-30,148.6800,148.7799,146.6600,147.8100,1259303
2021-06-29,147.5700,148.8422,147.5250,148.8100,816711
2021-06-28,147.6300,148.0400,146.4300,147.9300,1645037
2021-06-25,147.0100,147.7600,146.2100,147.2800,8445127
2021-06-24,147.9200,148.3300,146.5700,146.6700,1426785
2021-06-23,146.7200,148.0600,146.4263,147.2400,1455656
2021-06-22,146.3700,147.6800,145.8300,146.6300,1366205
2021-06-21,145.4200,146.6900,143.7334,146.4100,1266066
2021-06-18,146.3100,146.8300,144.9400,145.0100,3220680
2021-06-17,143.4900,147.6800,143.4900,146.9200,2822452
2021-06-16,144.6600,145.0800,142.9200,143.5900,1661503
2021-06-15,144.8500,145.1600,144.0400,144.6200,1035800
2021-06-14,143.5000,144.4300,142.7600,144.3900,934184
2021-06-11,143.3600,143.6000,141.9000,143.5300,995129
2021-06-10,140.3200,143.3500,140.0100,143.0600,1462432
2021-06-09,139.1300,140.3700,138.8700,140.1300,961367
2021-06-08,138.6000,138.9200,137.5700,138.7500,1143859
2021-06-07,138.0900,138.5800,137.3701,137.6500,935962
2021-06-04,137.7000,138.4090,137.3850,137.9000,1069659
2021-06-03,136.0000,136.9100,135.7400,136.3700,1228739
2021-06-02,137.1200,138.2200,135.8800,136.5700,1395730
2021-06-01,139.1700,140.3200,135.5700,137.2000,2015768
2021-05-28,138.6000,139.2100,138.0001,138.1300,1264413
2021-05-27,133.3200,138.1400,133.1600,137.5400,3699620
2021-05-26,136.3000,138.0000,133.2505,133.2900,2498437
2021-05-25,133.4100,134.8000,133.0100,133.2300,1890576
2021-05-24,133.5100,134.4100,132.5300,133.3400,1312632
2021-05-21,132.6700,134.1300,132.2200,132.3000,1445930
2021-05-20,130.6100,132.7900,130.6100,132.1500,1035108
2021-05-19,127.6000,130.2800,127.1300,130.2100,1119359
2021-05-18,129.9500,129.9500,128.6800,128.7500,1777626
2021-05-17,130.8400,131.0500,129.9050,130.1100,886752
2021-05-14,130.4700,131.6900,130.4500,131.1500,775091
2021-05-13,129.6100,130.7600,129.2600,130.0200,805888
2021-05-12,130.3400,131.1650,128.4700,128.6400,1256451
2021-05-11,130.2700,131.8400,129.3000,131.4200,1336638
2021-05-10,133.7600,133.9300,131.7600,131.8700,1034320
2021-05-07,133.1900,134.8200,133.1900,133.9000,1044301
2021-05-06,132.3100,132.6000,130.7700,132.4000,1150449
2021-05-05,132.0900,134.0900,131.2500,133.3700,1430600
2021-05-04,132.1200,132.5100,130.3500,130.9000,1752428
2021-05-03,134.2900,134.3099,132.6100,133.1900,1032021
2021-04-30,133.9000,134.6600,133.1500,133.6400,1514162
2021-04-29,135.4100,135.4100,133.5400,134.1500,2135856
2021-04-28,136.0000,136.5100,134.7100,134.8000,1603915
2021-04-27,136.9300,137.4400,136.2300,136.4800,1752897
2021-04-26,137.2100,137.8271,136.6800,137.3400,1287368
2021-04-23,134.5700,137.1200,134.5000,136.6800,1495158
2021-04-22,134.0300,135.4550,133.8300,134.5300,1732745
2021-04-21,132.8800,133.9500,132.0200,133.8300,1173906
2021-04-20,133.0000,133.5500,131.8150,132.4600,1261201
2021-04-19,134.3800,134.6500,133.0700,133.5000,1071635
2021-04-16,134.0500,134.6400,133.1600,134.5800,4495368
2021-04-15,132.0000,133.9400,132.0000,133.2800,2121336
2021-04-14,133.1000,133.2250,130.9610,131.9700,1499287
2021-04-13,131.6000,133.2670,131.4700,132.9700,1593774
2021-04-12,131.4400,132.1800,130.8400,131.2700,1166306
